image_path,true_label_index,true_label_name,top1_index,top1_name,top1_prob,top2_index,top2_name,top2_prob,top3_index,top3_name,top3_prob,top4_index,top4_name,top4_prob,top5_index,top5_name,top5_prob,entropy,conf_bin,log_entropy,entropy_qbin,entropy_bin
./data/gtsrb/GTSRB/Training/00029/00003_00001.ppm,29,Bicycles crossing,29,Bicycles crossing,0.9850885272026062,24,Road narrows on the right,0.0147944185882806,30,Beware of ice/snow,8.216025162255391e-05,28,Children crossing,3.0149152735248208e-05,8,Speed limit (120km/h),1.445199359295657e-06,0.07824223646083307,0.9-0.99,-1.1065587442486826,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00030/00006_00014.ppm,30,Beware of ice/snow,30,Beware of ice/snow,0.9957059025764464,28,Children crossing,0.0015667078550904,11,Right-of-way at the next intersection,0.001228775945492,24,Road narrows on the right,0.0005611781962215,29,Bicycles crossing,0.0002351109724259,0.02880395930005556,0.99-0.999,-1.5405478113929734,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00004/00037_00026.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),0.9999997615814208,2,Speed limit (50km/h),3.4747582589034216e-08,33,Turn right ahead,3.0534479833477235e-08,41,End of no passing,2.7830875382051093e-08,0,Speed limit (20km/h),2.0470730888177968e-08,2.2101862482773733e-06,>0.9999,-5.655570931089216,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00012/00033_00015.ppm,12,Priority road,12,Priority road,0.9999128580093384,13,Yield,5.1464419811964035e-05,32,End of all speed and passing limits,1.0454175935592502e-05,11,Right-of-way at the next intersection,3.681721409520833e-06,17,No entry,1.879869046206295e-06,0.0007860745330409753,>0.9999,-3.1045362730597725,"(-3.323, -2.491]",low
./data/gtsrb/GTSRB/Training/00001/00038_00000.ppm,1,Speed limit (30km/h),1,Speed limit (30km/h),0.746274471282959,2,Speed limit (50km/h),0.0965520665049552,13,Yield,0.0532086752355098,5,Speed limit (80km/h),0.0256180223077535,0,Speed limit (20km/h),0.0091007351875305,0.7368468343060988,0.6-0.8,-0.13262277798667277,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00021/00004_00013.ppm,21,Double curve,21,Double curve,0.9984604120254515,24,Road narrows on the right,0.0004223179421387,11,Right-of-way at the next intersection,0.0004071581643074,26,Traffic signals,0.0003299649979453,30,Beware of ice/snow,0.0001863463257905,0.012243606902349932,0.99-0.999,-1.9120906224303496,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00018/00020_00025.ppm,18,General caution,18,General caution,0.9886310696601868,11,Right-of-way at the next intersection,0.0021482347510755,26,Traffic signals,0.0017673054244369,24,Road narrows on the right,0.001131388824433,1,Speed limit (30km/h),0.0011204953771084,0.05099092811453837,0.9-0.99,-1.2925070831141394,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00005/00021_00015.ppm,5,Speed limit (80km/h),5,Speed limit (80km/h),0.9999995231628418,6,End of speed limit (80km/h),2.7017560455533385e-07,1,Speed limit (30km/h),6.054440149227959e-08,3,Speed limit (60km/h),3.6680457782267695e-08,2,Speed limit (50km/h),3.267346926350001e-08,6.7604512245771886e-06,>0.9999,-5.170024251977078,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00035/00005_00008.ppm,35,Ahead only,35,Ahead only,0.9995996356010436,33,Turn right ahead,0.0001153344346676,37,Go straight or left,9.71402259892784e-05,36,Go straight or right,6.791370105929673e-05,34,Turn left ahead,3.41090235451702e-05,0.0033462423602624337,0.999-0.9999,-2.475442607202952,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00004/00036_00003.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,33,Turn right ahead,1.2359093304326052e-08,41,End of no passing,1.1877397732007466e-08,34,Turn left ahead,8.70470273639512e-09,1,Speed limit (30km/h),8.071028290146387e-09,7.537439611752586e-07,>0.9999,-6.12277557812356,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00002/00025_00003.ppm,2,Speed limit (50km/h),2,Speed limit (50km/h),0.9980794191360474,4,Speed limit (70km/h),0.0013407890219241,1,Speed limit (30km/h),0.00015504383191,40,Roundabout mandatory,7.423379429383203e-05,9,No passing,4.899358100374229e-05,0.013339434312773348,0.99-0.999,-1.8748625871822746,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00038/00016_00008.ppm,38,Keep right,38,Keep right,0.999921441078186,34,Turn left ahead,1.3744415809924249e-05,23,Slippery road,1.2965890164196026e-05,40,Roundabout mandatory,6.451351509895176e-06,4,Speed limit (70km/h),3.1345573461294407e-06,0.0004951563373194517,>0.9999,-3.3052576573298627,"(-3.323, -2.491]",low
./data/gtsrb/GTSRB/Training/00033/00013_00007.ppm,33,Turn right ahead,33,Turn right ahead,0.9999997615814208,36,Go straight or right,1.9455013955393954e-07,4,Speed limit (70km/h),4.4532352916348834e-08,35,Ahead only,2.163480949946006e-08,40,Roundabout mandatory,9.243017018434331e-09,4.551337894089745e-06,>0.9999,-5.3418608255893085,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00002/00018_00021.ppm,2,Speed limit (50km/h),2,Speed limit (50km/h),0.9929243326187134,1,Speed limit (30km/h),0.0049182977527379,5,Speed limit (80km/h),0.0004112892493139,15,No vehicles,0.0003647627891041,4,Speed limit (70km/h),0.0002159862197004,0.04110735387345715,0.99-0.999,-1.386080478332967,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00004/00000_00012.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,1,Speed limit (30km/h),5.6926019453840135e-09,33,Turn right ahead,5.139826342315246e-09,2,Speed limit (50km/h),2.893792316882582e-09,41,End of no passing,2.41768338682391e-09,3.1102582645590617e-07,>0.9999,-6.507202150911054,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00004/00007_00008.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,33,Turn right ahead,1.2955350126020446e-09,34,Turn left ahead,1.200225696607049e-09,41,End of no passing,1.1140637301565446e-09,1,Speed limit (30km/h),9.025267200257757e-10,9.292338237522943e-08,>0.9999,-7.031870316774299,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00004/00010_00016.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,1,Speed limit (30km/h),5.811237269170988e-09,0,Speed limit (20km/h),4.629394645405682e-09,33,Turn right ahead,3.060747655325713e-09,34,Turn left ahead,2.880801153182233e-09,3.156944853768115e-07,>0.9999,-6.50073162871899,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00015/00000_00027.ppm,15,No vehicles,15,No vehicles,0.9994120597839355,1,Speed limit (30km/h),0.0002244593197247,13,Yield,4.9650639994069934e-05,2,Speed limit (50km/h),3.0259212508099154e-05,5,Speed limit (80km/h),2.8603089958778583e-05,0.00357980988544097,0.999-0.9999,-2.4461400368929933,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00012/00024_00008.ppm,12,Priority road,12,Priority road,0.9711102843284608,13,Yield,0.0273760799318552,2,Speed limit (50km/h),0.0001389055978506,1,Speed limit (30km/h),0.0001365736388834,11,Right-of-way at the next intersection,0.0001162015105364,0.13047165803003657,0.9-0.99,-0.8844838185749567,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00003/00019_00026.ppm,3,Speed limit (60km/h),5,Speed limit (80km/h),0.9976678490638732,3,Speed limit (60km/h),0.0011543618747964,2,Speed limit (50km/h),0.0003156648599542,6,End of speed limit (80km/h),0.0002602074237074,1,Speed limit (30km/h),0.0001768404181348,0.01635800125118177,0.99-0.999,-1.7862697629005313,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00014/00012_00006.ppm,14,Stop,14,Stop,0.997331976890564,1,Speed limit (30km/h),0.000390534318285,26,Traffic signals,0.0002213743428001,36,Go straight or right,0.0002022963744821,37,Go straight or left,0.0001775765558704,0.010846640457378426,0.99-0.999,-1.9647047554853296,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00004/00023_00019.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),0.9941704273223876,1,Speed limit (30km/h),0.003394820028916,2,Speed limit (50km/h),0.0002602405729703,0,Speed limit (20km/h),0.0002361419028602,34,Turn left ahead,0.0001926236873259,0.03088170408642499,0.99-0.999,-1.5102987428134431,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00003/00018_00012.ppm,3,Speed limit (60km/h),3,Speed limit (60km/h),0.9931615591049194,33,Turn right ahead,0.0023572314530611,40,Roundabout mandatory,0.001442243810743,5,Speed limit (80km/h),0.0012915479019284,12,Priority road,0.0003457544953562,0.04185825669146637,0.99-0.999,-1.3782188630639325,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00008/00014_00018.ppm,8,Speed limit (120km/h),5,Speed limit (80km/h),0.5683994293212891,8,Speed limit (120km/h),0.257256418466568,7,Speed limit (100km/h),0.0451848618686199,3,Speed limit (60km/h),0.0290205646306276,1,Speed limit (30km/h),0.02530063316226,1.0060701114993078,<0.6,0.002628247098341396,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00004/00016_00012.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,33,Turn right ahead,2.2396484666842295e-10,41,End of no passing,1.6546891634661162e-10,2,Speed limit (50km/h),1.368015145608581e-10,34,Turn left ahead,9.623793428836791e-11,1.4024892059574812e-08,>0.9999,-7.853069507666768,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00038/00025_00018.ppm,38,Keep right,38,Keep right,0.9999991655349731,34,Turn left ahead,1.1081067441409689e-07,23,Slippery road,7.88905438753318e-08,20,Dangerous curve to the right,6.277083031136499e-08,31,Wild animals crossing,5.657745205667197e-08,5.884535030728876e-06,>0.9999,-5.230287773642581,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00003/00013_00013.ppm,3,Speed limit (60km/h),3,Speed limit (60km/h),0.9745518565177916,33,Turn right ahead,0.0195842161774635,5,Speed limit (80km/h),0.0042058499529957,40,Roundabout mandatory,0.0007269988418556,6,End of speed limit (80km/h),0.0004327011993154,0.13376346173863274,0.9-0.99,-0.8736625004091986,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00005/00025_00023.ppm,5,Speed limit (80km/h),5,Speed limit (80km/h),0.9999825954437256,6,End of speed limit (80km/h),5.100588623463409e-06,1,Speed limit (30km/h),4.4274047468206845e-06,3,Speed limit (60km/h),2.891826397899422e-06,2,Speed limit (50km/h),2.230195377705968e-06,0.00020004439926881514,>0.9999,-3.698873601077742,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00003/00004_00001.ppm,3,Speed limit (60km/h),3,Speed limit (60km/h),0.9934537410736084,33,Turn right ahead,0.0043136049062013,40,Roundabout mandatory,0.0009875268442556,5,Speed limit (80km/h),0.0004850806726608,11,Right-of-way at the next intersection,0.0001253252703463,0.04167832835923845,0.99-0.999,-1.380089708098237,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00029/00001_00003.ppm,29,Bicycles crossing,28,Children crossing,0.5461080074310303,29,Bicycles crossing,0.4338982403278351,24,Road narrows on the right,0.0111019248142838,25,Road work,0.0040825488977134,30,Beware of ice/snow,0.0029143108986318,0.7820811064668298,<0.6,-0.10674820568070444,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00006/00001_00020.ppm,6,End of speed limit (80km/h),6,End of speed limit (80km/h),0.9977819323539734,32,End of all speed and passing limits,0.0014735969016328,20,Dangerous curve to the right,0.0001497723569627,5,Speed limit (80km/h),8.936700032791123e-05,42,End of no passing for vehicles > 3.5t,8.906096627470106e-05,0.014806230750099937,0.99-0.999,-1.8295554865390873,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00017/00018_00023.ppm,17,No entry,17,No entry,0.9991581439971924,14,Stop,0.0001199847538373,12,Priority road,0.0001048329577315,38,Keep right,9.925659833243115e-05,5,Speed limit (80km/h),9.549010428600012e-05,0.0046841713976398846,0.999-0.9999,-2.329367222028022,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00001/00002_00000.ppm,1,Speed limit (30km/h),1,Speed limit (30km/h),0.9977769255638124,4,Speed limit (70km/h),0.0020950201433151,34,Turn left ahead,3.217024277546443e-05,2,Speed limit (50km/h),2.835882878571283e-05,37,Go straight or left,1.0995360753440764e-05,0.015898350956660798,0.99-0.999,-1.7986479201530772,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00010/00013_00007.ppm,10,No passing for vehicles over 3.5t,10,No passing for vehicles over 3.5t,0.9997891783714294,5,Speed limit (80km/h),0.0001028429614962,42,End of no passing for vehicles > 3.5t,1.833207170420792e-05,1,Speed limit (30km/h),1.7326356100966223e-05,12,Priority road,1.1902825463039337e-05,0.001679997099279546,0.999-0.9999,-2.7746914678775174,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00007/00000_00017.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),1.0,40,Roundabout mandatory,2.2965516155437622e-09,5,Speed limit (80km/h),5.880284592585382e-10,16,Vehicles > 3.5t prohibited,4.0982314764015365e-10,10,No passing for vehicles over 3.5t,3.1503002984045736e-10,7.392656845754546e-08,>0.9999,-7.131193577893336,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00001/00048_00025.ppm,1,Speed limit (30km/h),1,Speed limit (30km/h),0.996015965938568,4,Speed limit (70km/h),0.0013067608233541,2,Speed limit (50km/h),0.0008894039783626,5,Speed limit (80km/h),0.0002252406702609,3,Speed limit (60km/h),0.0001856445742305,0.022387918100472276,0.99-0.999,-1.649986290479964,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00038/00001_00006.ppm,38,Keep right,38,Keep right,0.9999990463256836,34,Turn left ahead,1.368909892107695e-07,23,Slippery road,1.2083536660156824e-07,40,Roundabout mandatory,1.1251038500859069e-07,20,Dangerous curve to the right,6.800893004310637e-08,7.96445691930551e-06,>0.9999,-5.098843778012995,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00005/00036_00014.ppm,5,Speed limit (80km/h),5,Speed limit (80km/h),0.9999996423721312,6,End of speed limit (80km/h),1.9451820776339448e-07,1,Speed limit (30km/h),6.532828678018633e-08,2,Speed limit (50km/h),2.0568457159697573e-08,3,Speed limit (60km/h),1.1714346825897335e-08,5.022227123308045e-06,>0.9999,-5.2991035643344135,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00012/00001_00021.ppm,12,Priority road,12,Priority road,0.9999996423721312,32,End of all speed and passing limits,5.3193943472251703e-08,11,Right-of-way at the next intersection,5.0248829097654386e-08,39,Keep left,4.5525837322202285e-08,13,Yield,4.4400973564506785e-08,3.6144033895306e-06,>0.9999,-5.441963258992393,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00001/00010_00003.ppm,1,Speed limit (30km/h),1,Speed limit (30km/h),0.7975865602493286,19,Dangerous curve to the left,0.0951502919197082,2,Speed limit (50km/h),0.0521241389214992,4,Speed limit (70km/h),0.0363863930106163,34,Turn left ahead,0.0029234883841127,0.6958162307678317,0.6-0.8,-0.15750544501768035,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00012/00024_00006.ppm,12,Priority road,12,Priority road,0.9988394379615784,13,Yield,0.0008835438638925,2,Speed limit (50km/h),2.788446727208793e-05,1,Speed limit (30km/h),2.329490234842524e-05,11,Right-of-way at the next intersection,1.9287561372038908e-05,0.008122905096499388,0.99-0.999,-2.0902886207374762,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00008/00020_00029.ppm,8,Speed limit (120km/h),8,Speed limit (120km/h),0.999782383441925,7,Speed limit (100km/h),0.0001054004460456,5,Speed limit (80km/h),3.380876296432689e-05,9,No passing,2.315952406206634e-05,38,Keep right,1.5868199625401758e-05,0.0019534238389668397,0.999-0.9999,-2.7092035163700467,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00019/00001_00003.ppm,19,Dangerous curve to the left,19,Dangerous curve to the left,0.9999991655349731,31,Wild animals crossing,3.3131431109723053e-07,34,Turn left ahead,2.613237199966534e-07,26,Traffic signals,1.4393086189556925e-07,20,Dangerous curve to the right,5.8913435907470564e-08,1.2986971412351024e-05,>0.9999,-4.88649208201869,"(-9.238, -4.526]",low
./data/gtsrb/GTSRB/Training/00007/00027_00024.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),1.0,5,Speed limit (80km/h),4.3187835530034135e-09,1,Speed limit (30km/h),2.1471067146450196e-09,10,No passing for vehicles over 3.5t,2.1436530328600152e-09,40,Roundabout mandatory,1.5624154192650506e-09,2.0050052740569663e-07,>0.9999,-6.697882314608193,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00007/00028_00009.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),1.0,5,Speed limit (80km/h),5.272476144568827e-08,40,Roundabout mandatory,1.5483276882832797e-08,16,Vehicles > 3.5t prohibited,9.386838861757953e-09,10,No passing for vehicles over 3.5t,8.288960628988207e-09,1.4897594045376984e-06,>0.9999,-5.826883572765045,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00004/00009_00012.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,41,End of no passing,3.908859347312443e-10,33,Turn right ahead,3.801857995089364e-10,2,Speed limit (50km/h),2.519113251331362e-10,34,Turn left ahead,1.6788595513794746e-10,2.605544521622008e-08,>0.9999,-7.58408483376097,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00004/00011_00004.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,33,Turn right ahead,1.3643714630307002e-11,2,Speed limit (50km/h),3.500388564073309e-12,41,End of no passing,3.154873064181718e-12,24,Road narrows on the right,2.4466032498560164e-12,5.780776293260778e-10,>0.9999,-9.237263212217204,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00001/00015_00006.ppm,1,Speed limit (30km/h),1,Speed limit (30km/h),0.925611138343811,4,Speed limit (70km/h),0.067073754966259,7,Speed limit (100km/h),0.0064782816916704,0,Speed limit (20km/h),0.0001221763523062,34,Turn left ahead,0.000106613500975,0.28750343620749685,0.9-0.99,-0.5413569603048872,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00003/00024_00014.ppm,3,Speed limit (60km/h),3,Speed limit (60km/h),0.7164046764373779,33,Turn right ahead,0.2690841853618622,40,Roundabout mandatory,0.0029279859736561,12,Priority road,0.0022442713379859,5,Speed limit (80km/h),0.0015617413446307,0.6330241146857907,0.6-0.8,-0.19857974547091597,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00007/00012_00016.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),1.0,5,Speed limit (80km/h),1.2201174515169555e-09,40,Roundabout mandatory,1.8866674889039814e-10,16,Vehicles > 3.5t prohibited,1.687350675849686e-10,1,Speed limit (30km/h),1.2759550360730287e-10,3.5965427562775094e-08,>0.9999,-7.444102697205775,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00004/00016_00014.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,33,Turn right ahead,6.201857360998986e-10,2,Speed limit (50km/h),3.575945650702294e-10,41,End of no passing,3.383461844030933e-10,23,Slippery road,7.596902273920847e-11,3.007026066461763e-08,>0.9999,-7.521848364775754,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00028/00006_00001.ppm,28,Children crossing,28,Children crossing,0.999686598777771,24,Road narrows on the right,0.0003116395382676,30,Beware of ice/snow,1.55245948008087e-06,11,Right-of-way at the next intersection,9.82037349217535e-08,29,Bicycles crossing,5.0836575837820426e-08,0.0028526284304566042,0.999-0.9999,-2.544754793599569,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00025/00013_00004.ppm,25,Road work,25,Road work,0.9999998807907104,33,Turn right ahead,5.046138795705702e-08,26,Traffic signals,4.9288406245295846e-08,39,Keep left,1.535522642370779e-08,11,Right-of-way at the next intersection,9.981854454110817e-09,2.256524289539334e-06,>0.9999,-5.646559794851198,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00041/00003_00023.ppm,41,End of no passing,41,End of no passing,0.9695228934288024,32,End of all speed and passing limits,0.0122130149975419,4,Speed limit (70km/h),0.0037435514386743,13,Yield,0.003365886863321,19,Dangerous curve to the left,0.0019159726798534,0.13588206030391103,0.9-0.99,-0.8668378767838293,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00010/00016_00022.ppm,10,No passing for vehicles over 3.5t,10,No passing for vehicles over 3.5t,0.9970937967300416,5,Speed limit (80km/h),0.0010809233644977,9,No passing,0.0005858848453499,42,End of no passing for vehicles > 3.5t,0.0002337058831471,15,No vehicles,0.0002124568418366,0.0183958178144478,0.99-0.999,-1.7352809001491798,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00023/00007_00001.ppm,23,Slippery road,23,Slippery road,0.9998193383216858,19,Dangerous curve to the left,4.280186112737283e-05,4,Speed limit (70km/h),3.060956805711612e-05,22,Bumpy road,2.6777697712532245e-05,24,Road narrows on the right,1.1268763046246022e-05,0.0013396525504782723,0.999-0.9999,-2.8730078244276465,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00017/00001_00018.ppm,17,No entry,17,No entry,0.9999125003814696,14,Stop,3.5307370126247406e-05,12,Priority road,1.4396026017493568e-05,33,Turn right ahead,8.181140401575249e-06,15,No vehicles,3.3447558962507173e-06,0.0007479436862036549,>0.9999,-3.1261310990036546,"(-3.323, -2.491]",low
./data/gtsrb/GTSRB/Training/00013/00015_00025.ppm,13,Yield,13,Yield,0.9997820258140564,24,Road narrows on the right,5.2297345973784104e-05,4,Speed limit (70km/h),1.977614374482073e-05,12,Priority road,1.565435013617389e-05,25,Road work,1.3000023500353564e-05,0.0012671924839946808,0.999-0.9999,-2.8971574113030503,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00040/00006_00023.ppm,40,Roundabout mandatory,40,Roundabout mandatory,0.9999110698699952,34,Turn left ahead,6.931229290785268e-05,39,Keep left,7.860154255467933e-06,37,Go straight or left,5.5115124268922955e-06,38,Keep right,1.1840164688692312e-06,0.000928003075607271,>0.9999,-3.032450583962877,"(-3.323, -2.491]",low
./data/gtsrb/GTSRB/Training/00002/00029_00011.ppm,2,Speed limit (50km/h),2,Speed limit (50km/h),0.988974928855896,4,Speed limit (70km/h),0.0023681200109422,1,Speed limit (30km/h),0.00115478457883,40,Roundabout mandatory,0.0009304936393164,9,No passing,0.0007049120613373,0.04470220641979354,0.9-0.99,-1.3496710403417416,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00038/00045_00017.ppm,38,Keep right,38,Keep right,0.9999990463256836,20,Dangerous curve to the right,9.92380009279259e-08,34,Turn left ahead,8.820755681426817e-08,5,Speed limit (80km/h),7.872638718708913e-08,40,Roundabout mandatory,7.112200961501004e-08,6.445099430780319e-06,>0.9999,-5.190770310863894,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00022/00001_00003.ppm,22,Bumpy road,22,Bumpy road,0.9964313507080078,29,Bicycles crossing,0.0010198687668889,9,No passing,0.0006977269658818,18,General caution,0.0003152826393488,31,Wild animals crossing,0.0002525086747482,0.02029169111491406,0.99-0.999,-1.6926817572197561,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00005/00006_00003.ppm,5,Speed limit (80km/h),5,Speed limit (80km/h),0.9997678399086,6,End of speed limit (80km/h),7.069295679684728e-05,1,Speed limit (30km/h),5.9516380133572966e-05,2,Speed limit (50km/h),3.671876766020432e-05,3,Speed limit (60km/h),2.526928801671602e-05,0.002129286545537645,0.999-0.9999,-2.6717658898974386,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00000/00003_00022.ppm,0,Speed limit (20km/h),0,Speed limit (20km/h),0.999903917312622,1,Speed limit (30km/h),4.373249612399377e-05,34,Turn left ahead,1.2052466445311438e-05,4,Speed limit (70km/h),8.771224202064332e-06,8,Speed limit (120km/h),7.682574505452067e-06,0.0008641553032429635,>0.9999,-3.06340819998108,"(-3.323, -2.491]",low
./data/gtsrb/GTSRB/Training/00000/00000_00017.ppm,0,Speed limit (20km/h),0,Speed limit (20km/h),0.999740183353424,1,Speed limit (30km/h),0.000176392350113,4,Speed limit (70km/h),4.2232419218635187e-05,34,Turn left ahead,1.960636473086197e-05,28,Children crossing,4.701395937445341e-06,0.002479886533895507,0.999-0.9999,-2.6055681894947806,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00007/00014_00020.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),0.9999992847442628,5,Speed limit (80km/h),1.9084296809523948e-07,1,Speed limit (30km/h),1.8933940282295225e-07,40,Roundabout mandatory,7.912835542356333e-08,10,No passing for vehicles over 3.5t,6.889137438292893e-08,9.028851031869195e-06,>0.9999,-5.044367464295308,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00007/00014_00023.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),0.9999986886978148,5,Speed limit (80km/h),3.95453696455661e-07,1,Speed limit (30km/h),2.8358132908579137e-07,10,No passing for vehicles over 3.5t,1.6138388048148045e-07,40,Roundabout mandatory,1.5291558952412745e-07,1.6340490362462227e-05,>0.9999,-4.786734888268873,"(-9.238, -4.526]",low
./data/gtsrb/GTSRB/Training/00032/00005_00021.ppm,32,End of all speed and passing limits,32,End of all speed and passing limits,0.999985933303833,41,End of no passing,8.009118573681917e-06,13,Yield,2.3216884983412456e-06,4,Speed limit (70km/h),1.0603373539197491e-06,17,No entry,5.766609092461294e-07,0.00016104409980492504,>0.9999,-3.7930551791633964,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00022/00004_00016.ppm,22,Bumpy road,22,Bumpy road,0.9989898800849916,9,No passing,0.0007281551952473,29,Bicycles crossing,0.0001037584006553,18,General caution,7.744887261651456e-05,31,Wild animals crossing,2.604067776701413e-05,0.008230354436126802,0.99-0.999,-2.084581461656037,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00038/00037_00021.ppm,38,Keep right,38,Keep right,0.9999995231628418,34,Turn left ahead,4.9199162077684384e-08,23,Slippery road,3.6240880518789715e-08,17,No entry,3.3456913683949097e-08,40,Roundabout mandatory,2.8700462451070052e-08,2.999959783289327e-06,>0.9999,-5.522884422517793,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00002/00014_00010.ppm,2,Speed limit (50km/h),2,Speed limit (50km/h),0.9981745481491088,4,Speed limit (70km/h),0.000792498292867,1,Speed limit (30km/h),0.0003071762621402,40,Roundabout mandatory,0.0001532537280581,34,Turn left ahead,6.205819954629987e-05,0.011914221312481486,0.99-0.999,-1.9239343368936221,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00010/00007_00023.ppm,10,No passing for vehicles over 3.5t,10,No passing for vehicles over 3.5t,0.9990525841712952,5,Speed limit (80km/h),0.0003816912067122,42,End of no passing for vehicles > 3.5t,0.0001016780806821,9,No passing,7.041510252747685e-05,1,Speed limit (30km/h),5.399320070864633e-05,0.00608983578130241,0.999-0.9999,-2.215394418336168,"(-2.491, -1.637]",medium
